id,org_id,project_id,assignee_id,title,description,status,priority_score,estimated_time,actual_time,tags,created_at,updated_at,deadline
f9bbb2f1-8eb7-46cb-abd8-03e05e67886b,46aca87d-8a75-469f-9752-e9537c6108f0,dd6e79c1-1e94-4f04-8c6d-3c85daa0f0cf,c63907ee-e183-4934-9b0e-4a232c5d7d89,Degree magazine good writer language plan state,Must begin wide cultural top blue training. Form box team information get high.,done,2,2.0,3.2,Task,2026-03-12T10:48:08Z,2026-04-03T10:48:08Z,2026-03-14T10:48:08Z
f1d5caf3-b003-4e08-9b27-917d3ad7f10d,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,09bb5f2d-5d2e-4a62-9487-9894c37764f3,e5ad4333-2359-46de-8d7b-2b0aef502d31,Her travel stuff alone local start long gun,Development discover total discussion house significant president. From business friend necessary both simple.,todo,2,4.3,,Task,2026-04-09T10:48:08Z,2026-04-18T10:48:08Z,2026-04-18T10:48:08Z
c6d43b8c-258f-4b77-982e-b9f9b9c8fcbb,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,8d544355-537c-4bfa-9976-1a29008fd438,801a6324-6957-4e72-bf0b-210f91de3cbe,Fix: Rock bar time kid start,Various play campaign. Bar wall direction.,done,1,1.2,1.3,Bug,2026-03-16T10:48:08Z,2026-04-07T10:48:08Z,2026-03-27T10:48:08Z
9772f0c9-2b94-44ae-a942-ca8f3631b6ef,0b86c0e1-18f3-4591-8e09-b3786ecb8478,5cdbcf4e-cb66-406e-8548-d626ab89c6cc,1ff5d722-edf3-4e38-ae81-7803103e2d59,Implement Your sure piece simple always son,Picture that news seat including discover. Admit performance including exist which imagine direction. See meeting laugh west night better college notice.,done,3,0.8,1.1,Feature,2026-04-27T10:48:08Z,2026-04-27T10:48:08Z,2026-04-30T10:48:08Z
346ebd66-1692-41f8-b03a-d7dd995d7156,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,d0df31b8-658f-4fdf-9367-7cef8151c5dd,40a289bf-6a1e-4824-9e7c-726583e36e13,Fix: Off which beat adult peace moment,Moment couple add notice chair. Hard campaign rest parent summer season. Their produce area unit such. Suggest student sister.,done,4,2.8,4.2,Bug,2026-04-08T10:48:08Z,2026-04-12T10:48:08Z,2026-04-17T10:48:08Z
b15713db-a2d1-44b5-b313-8a507beb867f,984bc9b3-a782-4622-aed5-e0991abfa1d9,54fc3716-7019-48be-bb26-33f0265d2677,c628bcb4-bf46-48c1-9b03-6a0d3e376b1e,Commercial over week trial whom,Product help finally radio. Wonder fund yes history.,done,3,0.8,0.7,Task,2026-03-24T10:48:08Z,2026-04-12T10:48:08Z,2026-04-06T10:48:08Z
3f04a88a-6c05-4649-8980-77554dcd906d,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,56062727-6099-4a2f-bfc3-370cd6a461e1,76ba53e3-4d81-4c83-a524-be25b24272b5,Under someone painting chair perform,Line character once appear address example about cost. Always actually month sign most teach. Tree ball reason environment least.,done,4,1.0,1.0,Task,2026-03-05T10:48:08Z,2026-03-29T10:48:08Z,2026-03-13T10:48:08Z
56ca0c47-a510-4538-b1ed-f377c95002b8,46aca87d-8a75-469f-9752-e9537c6108f0,479bc910-2efe-4116-8a85-10422d5572e3,4ebec616-9edb-463e-b898-58e0a569b3d8,Fix: Thing step whom defense,Population over beyond claim region find these. Claim theory stand draw inside. Almost be professional perform man second.,todo,2,4.8,,Bug,2026-03-03T10:48:08Z,2026-04-15T10:48:08Z,2026-03-07T10:48:08Z
fc32efb6-abe8-4faa-aee7-45eb8aece12a,722f927c-3e38-4106-82bd-43e6359ff5b2,01a68eb5-a840-4980-9afe-be39b663d95a,478abe89-50b5-4c92-bb9e-1dee702c2901,Perhaps way Republican commercial call section policy,Whom serious accept increase.,done,3,2.3,2.6,Task,2026-04-21T10:48:08Z,2026-04-22T10:48:08Z,2026-04-26T10:48:08Z
363dad7f-da14-443e-b745-a3f02b749531,aecf894d-fe7c-4954-be81-be28177aabce,5ddaa2ee-3923-43f6-a0ea-0e7cc27e1a8d,bcd955c1-2364-41e9-a19d-6578244a7765,Fix: Surface outside space,Lot ago voice policy record ok pull. Street if training provide drop will anyone.,in_progress,2,7.1,,Bug,2026-04-24T10:48:08Z,2026-05-01T10:48:08Z,2026-04-25T10:48:08Z
deeac536-6873-4662-b66a-80c00644f9e5,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,3025945f-38a3-4dc9-8160-d3f952735e24,0f020dea-7a4a-474d-bfd5-03158a399522,Implement Free baby road so,Cause trip himself sea draw. Bag thousand loss reason popular get loss. Specific cultural standard wish learn whole. Ok event final.,done,3,1.1,1.4,Feature,2026-05-06T10:48:08Z,2026-05-06T10:48:08Z,2026-05-10T10:48:08Z
0ab50e97-5f17-480c-8d12-2ef240c1d360,9c9af11d-5c46-4a28-8a2f-9965708ef403,f734c5e3-0dc8-41ae-a271-6b33d2eca009,5cbf0bb9-9ba9-45fd-b2e1-3102a2239d0c,Method bar value single watch,Theory degree indeed sometimes available bank resource listen. Difference all machine let charge thought.,done,3,2.5,3.3,Task,2026-04-12T10:48:08Z,2026-04-14T10:48:08Z,2026-04-25T10:48:08Z
95e5fddb-6a9c-4c2e-808c-3d722ce4e6bb,9c9af11d-5c46-4a28-8a2f-9965708ef403,b1364344-f83f-4258-936e-5cf045755ded,1a4a569d-a1f7-4ca2-b75a-caa4b7d6382a,Implement Loss nation most idea outside,Bill deep message. Nation accept notice statement new call writer. Usually discussion worry that turn.,done,3,3.7,4.1,Feature,2026-04-19T10:48:08Z,2026-05-06T10:48:08Z,2026-04-24T10:48:08Z
adecc2eb-708f-46c9-b192-5b262a54b623,722f927c-3e38-4106-82bd-43e6359ff5b2,b475c05e-26f0-4c5a-a50b-64c4c47f96f9,c628bcb4-bf46-48c1-9b03-6a0d3e376b1e,Fix: Morning carry event tell prevent direction,Century few admit else. Well center thus guy state.,done,4,1.1,1.3,Bug,2026-02-08T10:48:08Z,2026-04-01T10:48:08Z,2026-02-17T10:48:08Z
5783fde3-8f9d-4622-af69-b5b5cbccb3b4,7f2bdd6e-cba3-401b-9513-b46f676d8f44,50fa82e8-62cb-4fa7-ad3b-f843480a5921,5431767f-f029-4820-91a6-1029e4fad56d,Fix: Sense later actually share blue point,Magazine draw common agreement. Doctor pay strategy use third. Ago relate itself in hope water action.,done,3,5.9,6.5,Bug,2026-02-26T10:48:08Z,2026-04-28T10:48:08Z,2026-03-10T10:48:08Z
c1ea9647-535c-494b-9314-8744ac3ec572,aecf894d-fe7c-4954-be81-be28177aabce,9eca56e1-54f5-4b19-b69a-3765c2393b94,be5ab1c7-90c7-4c1c-b560-5d1b3ae6a0ce,Implement Stay hotel ten,Factor nice book phone knowledge third professional. Boy exactly what something heart politics. For real lay international size nor try.,in_progress,3,4.0,,Feature,2026-03-16T10:48:08Z,2026-03-22T10:48:08Z,2026-03-26T10:48:08Z
f9dd314a-0405-45c2-9aa4-19d98e3e4c5a,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,997e8cd9-8921-4894-b303-9937ed78fa83,caf143f8-c2c7-4320-9541-baf744830770,Fix: Our through wide consumer west list,Improve window everyone resource consumer. Sound life during far laugh. Young American board make hit east understand.,done,5,0.8,0.8,"Urgent,Bug",2026-04-26T10:48:08Z,2026-04-30T10:48:08Z,2026-05-01T10:48:08Z
012721d1-63db-47de-a1b2-cc2f2fd23db0,9c9af11d-5c46-4a28-8a2f-9965708ef403,8dd93ca5-1b4e-4567-9083-dc67c1ba0100,51b1da40-e3f6-4eec-9729-134928e9a7a9,Implement Wife scientist mission doctor,Common send we information happen. Citizen pretty player wonder special stay.,cancelled,2,2.6,3.1,Feature,2026-04-06T10:48:08Z,2026-04-18T10:48:08Z,2026-04-19T10:48:08Z
13c83dc2-9994-4aa9-a70e-9a5b4ca13431,722f927c-3e38-4106-82bd-43e6359ff5b2,b475c05e-26f0-4c5a-a50b-64c4c47f96f9,64091f0a-53ba-47dd-bbb6-1f748d11cf6e,Implement Her manager occur,Southern answer return. Court environmental customer.,in_progress,3,3.6,,Feature,2026-03-04T10:48:08Z,2026-04-05T10:48:08Z,2026-03-15T10:48:08Z
8f5808ce-0bea-4e5e-bc36-b15465c1b307,475c93d4-94d5-4f75-9715-0cae9762eb07,7d5d520d-0b63-4575-b8bd-72037e624240,89c4f146-15a7-471b-a6ae-29da495aca27,Implement Less style reveal PM candidate become,Congress me final task partner. Full up investment claim but but. Customer other hand every myself it.,todo,4,1.7,,Feature,2026-04-03T10:48:08Z,2026-04-07T10:48:08Z,2026-04-05T10:48:08Z
b5e0cbf9-1740-456c-a3df-7c2c1850810c,9c9af11d-5c46-4a28-8a2f-9965708ef403,0b914a19-eb49-45c5-9ef9-08fc358a6076,1ade3cc7-d7d5-45b8-8c90-b5f056521268,Throughout high relationship item player somebody white,Artist girl car husband thank economic. Subject lot evening size ask field guy. Never just soon more something.,review,3,0.9,,Task,2026-04-11T10:48:08Z,2026-04-13T10:48:08Z,2026-04-15T10:48:08Z
2d23e417-f1ea-4894-925d-ddc555c5ce01,475c93d4-94d5-4f75-9715-0cae9762eb07,50fa82e8-62cb-4fa7-ad3b-f843480a5921,02a16b15-955b-4d5c-9b04-0ed5ceb3ec7c,Fix: According morning even,Imagine others south personal. Drive deal television bring create food. Watch water wide present involve.,done,2,3.3,4.8,Bug,2026-02-12T10:48:08Z,2026-02-23T10:48:08Z,2026-02-17T10:48:08Z
2e562841-3786-4252-88d1-eb157ecd8399,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,9eca56e1-54f5-4b19-b69a-3765c2393b94,8bcd872f-8e76-4df1-ae94-8f3a79d436b5,Fix: Choice deal with argue point although,Knowledge like too. Still analysis bed strong poor itself. Research add to popular against from option.,done,3,14.3,19.3,Bug,2026-04-24T10:48:08Z,2026-05-04T10:48:08Z,2026-05-05T10:48:08Z
7da4a432-fadf-4d84-96be-9f9088fe991e,7f2bdd6e-cba3-401b-9513-b46f676d8f44,8d544355-537c-4bfa-9976-1a29008fd438,dcb79355-3a53-46c6-aa8d-15b8b0bc834e,Implement School on everything woman,Party part president home hair. Cost nice participant.,done,3,2.0,1.8,Feature,2026-04-21T10:48:08Z,2026-04-26T10:48:08Z,2026-04-24T10:48:08Z
8316bfd1-00a3-4409-8991-1cda7c36ffc2,9c9af11d-5c46-4a28-8a2f-9965708ef403,f212443c-5fd9-4d39-92bd-5811e17d90af,801a6324-6957-4e72-bf0b-210f91de3cbe,Implement Think indicate common war from four,People end general plan. Miss well although.,done,3,8.8,11.1,Feature,2026-02-28T10:48:08Z,2026-03-17T10:48:08Z,2026-03-13T10:48:08Z
9ff6e4d1-e66a-4c69-a9ac-615e40641d9a,aecf894d-fe7c-4954-be81-be28177aabce,049cf809-2626-4daf-bbfa-629e7e796013,65f48bb3-b216-4361-a5cf-c7e1b4b14393,Fix: Agent indeed enter old because sense,Not but upon tend eat customer. Soldier common all program country scientist.,in_progress,2,1.5,,Bug,2026-02-20T10:48:08Z,2026-04-02T10:48:08Z,2026-02-23T10:48:08Z
039af12a-c9f0-4569-b165-d45a0a155c2c,984bc9b3-a782-4622-aed5-e0991abfa1d9,5ddaa2ee-3923-43f6-a0ea-0e7cc27e1a8d,622a08b0-97aa-4bb3-b8dd-3e54b3a6e028,Fix: Election environment hear member if one,Treat so then player improve box. Body include feeling seem picture real onto number.,cancelled,5,3.2,4.2,"Urgent,Bug",2026-02-25T10:48:08Z,2026-04-18T10:48:08Z,2026-03-02T10:48:08Z
a1d4cac4-c0cb-4b3d-a6ba-745880a8cb2c,9c9af11d-5c46-4a28-8a2f-9965708ef403,dc194bde-3cb5-44b8-8ec6-0b6bdf46bb5a,cdb60aac-b50e-4f37-8422-0d12b0d9b9bb,Fix: President those within ahead administration safe,Cause keep artist air. Most close challenge tree once record at live. Major participant staff allow site adult.,in_progress,4,4.8,,Bug,2026-05-06T10:48:08Z,2026-05-06T10:48:08Z,2026-05-09T10:48:08Z
c07a8f84-8ed8-4877-bd32-99fe29f26964,9c9af11d-5c46-4a28-8a2f-9965708ef403,59b74992-0bfb-4cb4-b33d-7ea9db3b8aaf,31896430-ea67-4808-a838-50b16e2f97c1,Fix: Consumer both notice,Knowledge sign really field population according financial news. Bank game attorney. Job care include old ask.,in_progress,3,2.7,,Bug,2026-04-28T10:48:08Z,2026-05-04T10:48:08Z,2026-05-09T10:48:08Z
c1d344eb-3cef-45d9-a560-a4eec134d571,7f2bdd6e-cba3-401b-9513-b46f676d8f44,09bb5f2d-5d2e-4a62-9487-9894c37764f3,e5ad4333-2359-46de-8d7b-2b0aef502d31,At society ten maybe picture company,Condition charge moment which factor. His main gas business instead.,in_progress,3,2.2,,Task,2026-04-07T10:48:08Z,2026-04-11T10:48:08Z,2026-04-14T10:48:08Z
002c25c1-9048-4903-a131-410b5775c5fa,984bc9b3-a782-4622-aed5-e0991abfa1d9,188486b3-adf6-44d6-acf2-f971929da1cb,53cc2ac9-e95b-4888-8d95-9ec3cc9a28d7,Implement Available ever simply against ever safe,Rate which stand seat power usually. West case behavior big buy care wife.,todo,4,4.7,,Feature,2026-04-07T10:48:08Z,2026-05-02T10:48:08Z,2026-04-10T10:48:08Z
4b679a46-0292-4e84-918b-8bd911f1ad0b,7f2bdd6e-cba3-401b-9513-b46f676d8f44,479bc910-2efe-4116-8a85-10422d5572e3,8f18162b-0ca9-4d0f-9a8f-098fc1959dea,Implement American wish miss very me attack,Plan return collection picture should decision. Wrong feeling effort agree mention.,done,2,11.2,15.8,Feature,2026-02-28T10:48:08Z,2026-03-28T10:48:08Z,2026-03-04T10:48:08Z
0e0bddf9-0747-49d3-86ae-f238e7fb6f5f,984bc9b3-a782-4622-aed5-e0991abfa1d9,6ffd40e7-a1d1-44ef-8ac7-5a7c010df5b5,a0ad5408-bafd-45ba-8836-e5f7b993f769,Implement Civil front thus campaign whatever product,Clear coach past business assume various. Bag gun work low through. Picture that across the rule rather should.,done,2,3.4,2.8,Feature,2026-03-23T10:48:08Z,2026-03-29T10:48:08Z,2026-03-29T10:48:08Z
2a64d28c-760a-4ee2-ad91-beccebe6b27b,7f2bdd6e-cba3-401b-9513-b46f676d8f44,a06b2122-639e-4c9a-92f3-a2bdc0592301,a0ad5408-bafd-45ba-8836-e5f7b993f769,Implement Wait yeah back technology usually admit,Stay old the finally serious cold.,done,3,1.8,1.5,Feature,2026-04-21T10:48:08Z,2026-04-29T10:48:08Z,2026-04-29T10:48:08Z
626b4748-c309-4933-80b5-1840bd6dc615,0b86c0e1-18f3-4591-8e09-b3786ecb8478,5ddaa2ee-3923-43f6-a0ea-0e7cc27e1a8d,1bff9c2d-3e1f-4a5b-9588-6b76c5ef48f6,Everybody success baby candidate our serve decade,Tv establish baby just occur bag white. Later strategy condition describe theory once appear. Mouth there article sing.,done,4,2.4,2.7,Task,2026-02-08T10:48:08Z,2026-04-09T10:48:08Z,2026-02-17T10:48:08Z
ea0be75b-2cb1-45ca-b4d0-7bf9c87b8b7a,722f927c-3e38-4106-82bd-43e6359ff5b2,dd6e79c1-1e94-4f04-8c6d-3c85daa0f0cf,75fed9be-db68-4bde-ae76-39bb2a5ab9a5,Second name challenge number sport argue boy common,Because indeed some. Drop commercial million spring less happen population. Lawyer change me.,in_progress,1,18.0,,Task,2026-03-17T10:48:08Z,2026-05-06T10:48:08Z,2026-03-24T10:48:08Z
8fe4c389-932b-4a28-9889-b37be695b134,475c93d4-94d5-4f75-9715-0cae9762eb07,5ddaa2ee-3923-43f6-a0ea-0e7cc27e1a8d,7f350529-b707-4e85-8344-c9a906a85df9,Implement Per adult information today poor professional,This do wish until anyone change. Bar attention care leader fish push talk. Else decide behavior physical present behind.,done,5,3.0,4.0,"Urgent,Feature",2026-04-16T10:48:08Z,2026-05-01T10:48:08Z,2026-04-27T10:48:08Z
a58465eb-9b68-4d33-b38b-a5f62874359e,722f927c-3e38-4106-82bd-43e6359ff5b2,a94f52bf-ebbe-4fbc-8d47-73a9aad0f156,e0333ce0-c910-4a36-832f-b639607cbf6c,Fix: Music opportunity book everything,Medical office note drop. These put ever.,done,3,1.7,2.0,Bug,2026-03-21T10:48:08Z,2026-03-28T10:48:08Z,2026-04-01T10:48:08Z
121547f0-d187-4007-bfb9-902216a06c88,722f927c-3e38-4106-82bd-43e6359ff5b2,0b914a19-eb49-45c5-9ef9-08fc358a6076,222420cf-6efe-4739-b9f6-98ea11493e1d,Church ok include than,Husband big state simply bring head already. Behavior after of. Us something discuss necessary. I grow tonight list boy from.,done,3,1.2,1.1,Task,2026-05-01T10:48:08Z,2026-05-03T10:48:08Z,2026-05-06T10:48:08Z
35b34104-f444-44de-9fc9-911e7507dbb0,9c9af11d-5c46-4a28-8a2f-9965708ef403,f734c5e3-0dc8-41ae-a271-6b33d2eca009,20e4ca58-ef30-45c1-a6ed-29ff2886b224,Lot note course attorney discover industry,Less window with training. Possible chance machine general operation. Huge course partner.,todo,2,0.7,,Task,2026-04-09T10:48:08Z,2026-04-28T10:48:08Z,2026-04-19T10:48:08Z
1dbd728e-ef58-4efd-af89-49bffe4c8449,9c9af11d-5c46-4a28-8a2f-9965708ef403,049cf809-2626-4daf-bbfa-629e7e796013,a9fdf411-13fd-43aa-b894-3a3cde19409a,Building sign recently avoid upon,Out page company technology money worker spring mission.,done,2,3.6,4.2,Task,2026-04-26T10:48:08Z,2026-05-03T10:48:08Z,2026-05-02T10:48:08Z
f6767bc0-1dc2-44eb-9606-ed3d9047c6cb,475c93d4-94d5-4f75-9715-0cae9762eb07,3a629022-c8f5-406c-b083-48876b2fd54a,7d289748-ba70-420b-ac1d-3864d8fb2b60,Implement Behind range best couple for,Lawyer test beat. Begin around rate responsibility subject oil memory part. Treatment heavy miss few economic rise technology national.,done,4,4.4,4.8,Feature,2026-04-07T10:48:08Z,2026-04-20T10:48:08Z,2026-04-15T10:48:08Z
4c2e9d27-ea0d-4aa5-9db4-c0aa3c2ffafb,9c9af11d-5c46-4a28-8a2f-9965708ef403,997e8cd9-8921-4894-b303-9937ed78fa83,dc0e0ba1-675e-4fb1-b845-3085560367d3,Implement People his still,Couple kitchen hospital.,in_progress,5,2.0,,"Urgent,Feature",2026-02-19T10:48:08Z,2026-02-24T10:48:08Z,2026-02-22T10:48:08Z
8929cbb9-5506-48f0-a5a4-cd37716e87fd,9c9af11d-5c46-4a28-8a2f-9965708ef403,a06b2122-639e-4c9a-92f3-a2bdc0592301,02a16b15-955b-4d5c-9b04-0ed5ceb3ec7c,Fix: Sister radio stuff long sell along attorney,Stock report wait small manager then difficult. Money improve fact study field enough.,in_progress,3,2.7,,Bug,2026-03-19T10:48:08Z,2026-03-29T10:48:08Z,2026-03-20T10:48:08Z
918e40d8-c4b9-4ca2-9c64-b31143734a5d,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,dc194bde-3cb5-44b8-8ec6-0b6bdf46bb5a,e5ad4333-2359-46de-8d7b-2b0aef502d31,Fix: While large throughout at three value,Western participant kitchen summer consumer five. Event other artist yourself. Capital best if dark participant many.,done,5,1.1,0.9,"Urgent,Bug",2026-03-03T10:48:08Z,2026-04-01T10:48:08Z,2026-03-14T10:48:08Z
f976a703-d44e-42a1-a1b8-da08b7ba1b86,984bc9b3-a782-4622-aed5-e0991abfa1d9,049cf809-2626-4daf-bbfa-629e7e796013,4e9cf421-59bf-46a9-904f-1e89770b7e30,Fix: Every edge assume turn think,Standard indicate technology executive officer commercial. Guess former since the. Style rich sport ever spend.,done,4,3.0,4.0,Bug,2026-03-22T10:48:08Z,2026-04-18T10:48:08Z,2026-04-01T10:48:08Z
dec26d08-4b61-429e-b91b-0c980cec9022,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,a38955a3-5de1-4a62-b787-8e12a3707030,a9fdf411-13fd-43aa-b894-3a3cde19409a,Could wish same toward,Class why oil create. Black section fine already answer stuff.,done,3,3.9,3.4,Task,2026-04-05T10:48:08Z,2026-04-16T10:48:08Z,2026-04-15T10:48:08Z
1e3e96e0-c6d3-488c-bdf5-d78e2e18a2f7,9c9af11d-5c46-4a28-8a2f-9965708ef403,21342180-d8e6-45cd-8c28-164762d2a6d2,e0333ce0-c910-4a36-832f-b639607cbf6c,Occur break production pull operation,Few business step stay employee plant best. Until dark fast have.,done,3,1.8,2.1,Task,2026-02-10T10:48:08Z,2026-04-21T10:48:08Z,2026-02-12T10:48:08Z
0ede5104-96c3-4fb7-8de5-52b36f9b6fee,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,3a629022-c8f5-406c-b083-48876b2fd54a,88927dc7-7749-4f01-b183-6d1911445839,Born opportunity interview record,Raise computer fast. Available increase television development. Return poor should leg central.,done,3,9.7,15.7,Task,2026-03-16T10:48:08Z,2026-03-17T10:48:08Z,2026-03-20T10:48:08Z
38969d9d-a5a5-4e8b-8b7d-109355d8fa2a,984bc9b3-a782-4622-aed5-e0991abfa1d9,a06b2122-639e-4c9a-92f3-a2bdc0592301,60f507f8-6a78-4682-8bf8-6db748ff1851,Event trip kid decade ability three chair,Compare possible red wall low size research. Identify message education summer. Concern matter easy hand kind.,done,3,1.5,1.6,Task,2026-02-23T10:48:08Z,2026-03-22T10:48:08Z,2026-03-07T10:48:08Z
a96dcc4b-49b9-45c8-a108-6a7528369b1b,722f927c-3e38-4106-82bd-43e6359ff5b2,479bc910-2efe-4116-8a85-10422d5572e3,e1a5d514-bdb8-4b38-beba-c1d1aa0270b0,Fix: Course wonder message role cover beautiful,Explain partner finish him ever imagine. Fine difference day training book.,review,1,3.4,,Bug,2026-03-06T10:48:08Z,2026-03-24T10:48:08Z,2026-03-19T10:48:08Z
6bd6ae52-8d54-4831-af8b-859e0e14fb42,475c93d4-94d5-4f75-9715-0cae9762eb07,aa7c05cb-6656-4364-a661-8fc84d05d2b7,65f48bb3-b216-4361-a5cf-c7e1b4b14393,Fix: Usually back information control there within,Represent remain wonder about military fall raise provide. Almost card spend more term.,done,3,5.1,8.7,Bug,2026-03-12T10:48:08Z,2026-04-09T10:48:08Z,2026-03-21T10:48:08Z
eecc579b-08a7-4ef0-b31e-53ea0bc85534,722f927c-3e38-4106-82bd-43e6359ff5b2,f212443c-5fd9-4d39-92bd-5811e17d90af,478abe89-50b5-4c92-bb9e-1dee702c2901,Implement Serve board local,Low sit maintain painting against sometimes news five. Make recent authority same. Management reduce letter run. Why international surface step cost.,done,1,2.6,3.2,Feature,2026-02-09T10:48:08Z,2026-04-23T10:48:08Z,2026-02-18T10:48:08Z
44d6fb15-0788-45c8-93d5-432d382ae364,722f927c-3e38-4106-82bd-43e6359ff5b2,21342180-d8e6-45cd-8c28-164762d2a6d2,4f0f1249-8539-4784-9fbc-a3ce0899a525,Implement Arm that huge economic,Create commercial media believe. Southern lead performance term son smile deep little.,in_progress,4,2.4,,Feature,2026-03-27T10:48:08Z,2026-04-28T10:48:08Z,2026-04-01T10:48:08Z
fce1f79d-bd54-439a-a114-8c7cf4a430f2,7f2bdd6e-cba3-401b-9513-b46f676d8f44,cf326e42-8f86-476f-8921-2bca33a4e38c,e0333ce0-c910-4a36-832f-b639607cbf6c,Fix: Hold something simple region leader body,What it will just attack community here behind. Ask some community professional hair. American knowledge use writer treat your catch.,done,4,0.9,1.2,Bug,2026-03-06T10:48:08Z,2026-05-04T10:48:08Z,2026-03-13T10:48:08Z
d28ce558-7d34-4f99-9828-ecfe2b609ffc,984bc9b3-a782-4622-aed5-e0991abfa1d9,09bb5f2d-5d2e-4a62-9487-9894c37764f3,5d79f5dc-ad64-488f-b026-d95318b54d3b,Property two be great,Threat when parent idea child despite. Little story white perform never else. Major increase begin language such act. My understand practice campaign imagine.,done,2,7.5,10.8,Task,2026-05-02T10:48:08Z,2026-05-06T10:48:08Z,2026-05-06T10:48:08Z
501b1381-0ee1-42f0-9ffb-b69525aba245,46aca87d-8a75-469f-9752-e9537c6108f0,f212443c-5fd9-4d39-92bd-5811e17d90af,bcd955c1-2364-41e9-a19d-6578244a7765,Implement Say mention live,Actually establish peace surface structure lead big. Money teach part successful service travel.,done,3,2.4,3.0,Feature,2026-02-28T10:48:08Z,2026-03-31T10:48:08Z,2026-03-09T10:48:08Z
421446db-c755-4e38-b666-31a5c55683a1,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,5cdbcf4e-cb66-406e-8548-d626ab89c6cc,dc372ece-14a6-4e7c-9895-129f7b983231,Implement Never better role reach other do,Baby man right official information inside standard. Brother attack travel card. At according rule rich month character.,done,3,4.1,4.4,Feature,2026-04-23T10:48:08Z,2026-05-02T10:48:08Z,2026-05-04T10:48:08Z
6963565f-493b-49ef-97ed-5db9ff694f24,722f927c-3e38-4106-82bd-43e6359ff5b2,a409f725-d1b2-48e4-8586-c68b57d0af2d,4f0f1249-8539-4784-9fbc-a3ce0899a525,Firm probably goal parent something reflect with,Physical direction soon instead suffer film without job. Side kind agree energy card dark. Magazine party environment executive.,done,3,4.5,3.6,Task,2026-03-05T10:48:08Z,2026-03-12T10:48:08Z,2026-03-17T10:48:08Z
8c22280d-8c6a-4392-afbb-285921b15021,46aca87d-8a75-469f-9752-e9537c6108f0,54fc3716-7019-48be-bb26-33f0265d2677,f45ca2c9-e520-4adc-8915-ddd51e085afc,Fix: Authority score security center rise husband else,Miss agreement firm economy wife. Bag age I treatment and. Party team century field.,in_progress,2,1.7,,Bug,2026-04-07T10:48:08Z,2026-04-27T10:48:08Z,2026-04-20T10:48:08Z
1ae1c815-f24e-4cd7-8a1d-95d4c9017f60,46aca87d-8a75-469f-9752-e9537c6108f0,3a629022-c8f5-406c-b083-48876b2fd54a,478abe89-50b5-4c92-bb9e-1dee702c2901,Fix: Dark road that according,Away employee minute. Never around investment full order seat. Which political study. Involve woman little against.,done,3,2.3,3.9,Bug,2026-03-25T10:48:08Z,2026-04-22T10:48:08Z,2026-03-30T10:48:08Z
b5c16322-db83-4a14-b8b8-71da19f763a2,aecf894d-fe7c-4954-be81-be28177aabce,aa7c05cb-6656-4364-a661-8fc84d05d2b7,5431767f-f029-4820-91a6-1029e4fad56d,Implement Family child continue information win loss ever,Exist argue too might. Sport organization worker response moment summer approach. Degree adult point assume.,done,2,7.4,10.2,Feature,2026-02-09T10:48:08Z,2026-04-27T10:48:08Z,2026-02-21T10:48:08Z
41e542bf-30c8-4ea3-a475-bd32b51f725a,984bc9b3-a782-4622-aed5-e0991abfa1d9,049cf809-2626-4daf-bbfa-629e7e796013,76ba53e3-4d81-4c83-a524-be25b24272b5,Help among against late figure head,Particular pull expert against Mr reduce student. Sense prevent student have time law. Will else official personal tend occur benefit.,done,1,1.2,1.3,Task,2026-02-22T10:48:08Z,2026-04-11T10:48:08Z,2026-03-01T10:48:08Z
ae80326e-059b-41b7-b73f-de7f42acc014,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,997e8cd9-8921-4894-b303-9937ed78fa83,801a6324-6957-4e72-bf0b-210f91de3cbe,Implement Something now financial summer respond article,Hundred fact follow opportunity avoid. Anyone policy remain charge race win.,done,1,13.4,24.9,Feature,2026-04-01T10:48:08Z,2026-04-27T10:48:08Z,2026-04-05T10:48:08Z
471d74c5-25fc-4036-b448-a561c17f7763,475c93d4-94d5-4f75-9715-0cae9762eb07,cb0a6041-c974-4a21-a6fb-f910f36e6f01,84013c0f-efab-4337-a2bb-0fb0a2e01d45,Manage others church heart few task,Skin wrong assume few quality amount particular. Guess rock until high federal party.,in_progress,2,1.6,,Task,2026-03-11T10:48:08Z,2026-04-25T10:48:08Z,2026-03-23T10:48:08Z
